student_id,anomaly_label,attendance_rate,avg_grade,grade_std,avg_lms_time,avg_logins,avg_assignments,avg_forum_posts
STU0026,Normal,0.6744186046511628,2.392352941176471,0.5196095819430766,176.6,7.3,3.1,1.55
STU0027,Normal,0.6511627906976745,2.4352941176470586,0.4237351420265202,176.3,6.15,2.1,1.5
STU0028,Normal,0.6744186046511628,2.0033333333333334,0.5344375823347052,167.0,6.0,2.15,1.6
STU0029,Normal,0.7906976744186046,3.349285714285714,0.5652564331034501,244.05,9.25,4.0,2.7
STU0030,Normal,0.9302325581395348,3.1666666666666665,0.387267957089449,233.9,9.5,2.95,2.8
STU0031,Normal,0.9302325581395348,3.7746153846153847,0.3702840212732064,294.15,10.9,4.15,2.55
STU0032,Normal,0.7209302325581395,3.234375,0.4156435772790592,233.15,8.5,3.2,2.25
STU0033,Normal,0.7906976744186046,2.096875,0.4574234908703312,162.6,6.35,1.85,1.65
STU0034,Normal,0.7441860465116279,2.815294117647059,0.3645393951114685,214.9,8.6,3.05,2.25
STU0035,Normal,0.6744186046511628,1.673157894736842,0.4333468283998517,131.8,4.05,2.35,1.0
STU0036,Normal,0.7441860465116279,1.9483333333333333,0.4646219209333161,159.85,5.75,2.05,1.65
STU0037,Normal,0.813953488372093,2.864117647058823,0.507974640404536,215.65,7.95,3.1,2.55
STU0038,Normal,0.7441860465116279,1.674705882352941,0.4783972936673401,127.6,4.25,1.75,1.85
STU0039,Normal,0.7906976744186046,3.4125,0.3693076737555514,271.25,9.65,3.7,2.4
STU0040,Normal,0.8372093023255814,3.3866666666666667,0.4651164728681766,244.95,9.2,3.55,2.95
STU0041,Normal,0.813953488372093,2.6425,0.4812275968811432,207.95,8.3,3.0,2.25
STU0042,Normal,0.7906976744186046,2.4966666666666666,0.4790963716553625,191.7,6.1,2.9,1.7
STU0043,Normal,0.8604651162790697,3.088,0.5648539634277164,235.3,8.2,2.85,2.5
STU0044,Normal,0.6744186046511628,2.6523529411764706,0.5109492319664046,185.9,6.45,3.1,1.65
STU0045,Normal,0.7209302325581395,1.985555555555556,0.4648240935111871,151.55,5.0,1.9,1.85
STU0046,Normal,0.7674418604651163,2.598125,0.3458365461698151,184.65,6.7,3.25,1.65
STU0047,Normal,0.6744186046511628,1.9022222222222225,0.5508662222093871,141.85,5.75,2.15,1.2
STU0048,Normal,0.7209302325581395,1.508125,0.3685687407617019,122.0,3.7,1.9,1.4
STU0049,Normal,0.6046511627906976,1.7909523809523809,0.4782980740281604,112.15,4.25,2.2,1.7
STU0050,Normal,0.6511627906976745,2.128571428571429,0.3639707753030802,154.3,4.85,2.1,1.35
STU0051,Normal,0.813953488372093,3.065625,0.4557772665092751,216.5,8.95,3.25,2.85
STU0052,Normal,0.7674418604651163,3.2983333333333333,0.3986779623293201,255.9,8.3,4.05,2.15
STU0053,Normal,0.7906976744186046,3.2306666666666666,0.5271549876007824,224.6,9.5,3.05,2.55
STU0054,Anomaly,0.813953488372093,1.5499999999999998,0.4073010160152548,120.95,3.5,0.9,1.7
STU0055,Normal,0.7906976744186046,2.151764705882353,0.4604920641840319,160.5,5.9,2.0,1.1
STU0056,Normal,0.813953488372093,2.353888888888889,0.4547803463197292,155.2,6.05,1.95,1.5
STU0057,Normal,0.8604651162790697,3.722352941176471,0.2721793850515848,291.8,11.35,3.9,2.8
STU0058,Normal,0.6744186046511628,1.904375,0.4415573764151909,142.85,4.75,2.3,1.7
STU0059,Normal,0.5581395348837209,1.65,0.4617049150392798,143.45,4.65,2.1,1.2
STU0060,Normal,0.8604651162790697,3.098125,0.2828478684145713,239.4,8.6,3.1,2.65
STU0061,Normal,0.9534883720930232,3.632142857142857,0.3746419536125037,283.75,11.25,4.1,2.5
STU0062,Normal,0.6046511627906976,1.7147368421052631,0.4946308210401036,120.1,4.0,1.9,1.6
STU0063,Normal,0.8837209302325582,3.0,0.4017150731550908,213.85,8.35,2.8,2.35
STU0064,Normal,0.6511627906976745,1.7040000000000002,0.4013156933316782,135.5,4.9,2.2,1.75
STU0065,Normal,0.7441860465116279,3.044285714285714,0.4093092546401388,234.7,7.7,3.0,2.75
STU0066,Normal,0.6976744186046512,2.281904761904762,0.4989250349262807,166.6,6.3,2.0,1.7
STU0067,Normal,0.6976744186046512,2.009375,0.4287418609528737,153.0,5.8,2.2,1.5
STU0068,Normal,0.8604651162790697,3.421875,0.3804772222704883,242.9,9.9,4.2,2.3
STU0069,Anomaly,0.4651162790697674,1.5677777777777775,0.485223484659759,107.1,3.6,0.75,1.65
STU0070,Normal,0.6046511627906976,1.820625,0.4822235823073497,149.45,5.3,2.0,1.75
STU0071,Normal,0.813953488372093,2.098235294117647,0.4647477177743539,154.5,6.3,1.85,1.2
STU0072,Normal,0.7441860465116279,2.0344444444444445,0.3867697631320249,137.5,6.9,1.95,1.55
STU0073,Normal,0.8837209302325582,3.7635,0.268411996751263,288.7,10.3,3.9,2.55
STU0074,Normal,0.9069767441860463,3.71625,0.2835224858807498,284.15,10.6,4.1,2.65
STU0075,Normal,0.7209302325581395,1.9835294117647055,0.4773224954953227,149.55,4.5,1.9,1.65
STU0076,Normal,0.8837209302325582,2.5588235294117645,0.522313152631412,189.55,6.75,3.15,1.5
STU0077,Normal,0.8837209302325582,3.5429411764705883,0.381768331352313,280.25,10.85,3.95,2.05
STU0078,Anomaly,0.5581395348837209,1.38,0.4633977772928997,128.25,3.85,1.0,1.3
STU0079,Normal,0.8837209302325582,3.6326666666666663,0.3805722508213624,302.0,11.55,4.3,2.75
STU0080,Normal,0.8604651162790697,3.5323529411764705,0.3987563386920121,285.85,10.75,4.15,1.9
STU0081,Normal,0.7906976744186046,2.519375,0.4551551933132257,196.8,7.4,3.0,1.75
STU0082,Normal,0.6744186046511628,2.3642857142857143,0.5299595671908782,178.6,6.2,2.9,1.4
STU0083,Normal,0.8372093023255814,2.846,0.5316053146144383,220.95,8.25,3.0,2.45
STU0084,Normal,0.7441860465116279,2.704375,0.4543709020906453,202.3,7.2,3.0,1.05
STU0085,Normal,0.8372093023255814,3.2373684210526315,0.4849151369657164,232.85,8.8,3.2,2.7
STU0086,Normal,0.8604651162790697,2.858421052631579,0.4924120130980507,209.95,7.85,3.0,2.4
STU0087,Normal,0.6744186046511628,2.277058823529412,0.4910036240431729,165.7,5.3,2.35,1.4
STU0088,Normal,0.6976744186046512,2.027333333333333,0.3989354882804033,154.15,5.65,1.95,0.95
STU0089,Normal,0.7906976744186046,2.508235294117647,0.4272767735045641,199.4,7.75,3.1,1.85
STU0090,Normal,0.7674418604651163,2.2742105263157897,0.4382834672455929,154.25,5.25,1.95,1.5
STU0091,Normal,0.6744186046511628,1.9289473684210523,0.588188317697677,136.05,4.9,2.15,1.1
STU0092,Normal,0.7441860465116279,2.7592857142857143,0.4786272724511904,200.45,7.05,3.2,1.5
STU0093,Normal,0.813953488372093,3.039333333333333,0.3873991420203396,225.25,8.3,3.25,2.2
STU0094,Normal,0.8604651162790697,3.405333333333333,0.3540352417217139,260.05,10.35,4.45,2.5
STU0095,Normal,0.8837209302325582,3.601176470588235,0.4446751954086989,261.55,8.85,4.2,2.5
STU0096,Anomaly,0.7674418604651163,1.956875,0.3000604105842688,146.15,5.85,2.05,1.2
STU0097,Normal,0.8372093023255814,2.165,0.5313755733941862,162.25,5.9,1.8,1.75
STU0098,Normal,0.7441860465116279,1.628235294117647,0.4666266614505332,142.05,5.0,1.9,1.3
STU0099,Normal,0.7906976744186046,2.545294117647059,0.3699513084018427,183.05,6.7,3.2,1.45
STU0100,Normal,0.8837209302325582,3.5126666666666666,0.4347653992453313,268.75,10.1,4.15,2.4
STU0101,Normal,0.6511627906976745,2.3280000000000003,0.5299892182191742,170.45,7.0,3.0,1.8
STU0102,Normal,0.9534883720930232,3.5275,0.4294570215205863,269.3,9.8,4.05,2.55
STU0103,Normal,0.8372093023255814,2.0075,0.4219557638742083,143.5,5.95,1.95,1.6
STU0104,Normal,0.627906976744186,2.3823809523809523,0.4519281443095213,174.35,7.0,2.1,1.7
STU0105,Anomaly,0.9767441860465116,3.761578947368421,0.309717849338443,295.45,11.6,4.1,2.85
STU0106,Normal,0.8372093023255814,3.139473684210526,0.5650513613253867,225.1,9.25,2.85,2.2
STU0107,Normal,0.6511627906976745,2.2635,0.4986431589824531,170.3,6.1,1.9,1.6
STU0108,Anomaly,0.5581395348837209,2.4061904761904764,0.4352984745031412,180.0,7.55,2.05,1.3
STU0109,Normal,0.8837209302325582,3.605,0.3547393409251361,259.85,10.3,4.05,1.95
STU0110,Normal,0.7441860465116279,1.9406666666666663,0.4714486287219526,158.5,6.1,1.9,2.0
STU0111,Normal,0.6744186046511628,2.034705882352941,0.4425652161978337,160.55,5.65,2.35,1.3
STU0112,Normal,0.6976744186046512,1.6626666666666663,0.4054356856988481,134.55,5.8,1.75,1.35
STU0113,Normal,0.6976744186046512,1.869,0.4740630648697326,138.75,6.1,2.4,1.45
STU0114,Normal,0.8372093023255814,2.8314285714285714,0.4968339320577409,207.2,8.15,2.8,2.65
STU0115,Normal,0.8372093023255814,3.6542857142857135,0.3094837956666226,286.75,11.85,3.8,2.6
STU0116,Normal,0.8372093023255814,3.220666666666667,0.4374351652639782,241.45,8.3,3.95,2.85
STU0117,Normal,0.813953488372093,3.194375,0.4316784103936633,247.95,9.55,4.1,2.3
STU0118,Normal,0.8372093023255814,2.5494117647058823,0.4582503489938019,180.5,7.2,3.1,1.8
STU0119,Normal,0.7674418604651163,1.7557142857142856,0.4000321415657925,118.9,5.0,2.15,1.5
STU0120,Normal,0.813953488372093,3.0926666666666667,0.3846049302608487,242.45,9.1,4.15,2.8
STU0121,Normal,0.6976744186046512,2.795333333333333,0.3845566402024667,202.15,6.65,3.05,1.55
STU0122,Normal,0.7906976744186046,2.216875,0.4867815218350015,163.85,5.45,1.95,1.5
STU0123,Normal,0.7441860465116279,3.17,0.3746287050756611,216.45,9.5,3.0,2.4
STU0124,Normal,0.8372093023255814,3.588235294117647,0.4101712339699977,273.1,9.0,3.9,2.4
STU0125,Normal,0.7906976744186046,3.383,0.4240047169548942,249.75,9.05,4.2,2.6
STU0126,Anomaly,0.6976744186046512,1.5507142857142855,0.4895439681002072,110.05,4.25,1.0,1.7
STU0127,Normal,0.813953488372093,2.84125,0.5169767886472273,215.9,8.45,2.6,2.4
STU0128,Normal,0.9069767441860463,3.3504761904761904,0.4370866755058565,260.8,10.35,3.75,2.4
STU0129,Normal,0.8604651162790697,3.086875,0.5116863459842039,259.2,9.25,4.1,2.8
STU0130,Normal,0.7209302325581395,2.7606666666666664,0.4754917254299815,223.75,7.35,2.9,2.45
STU0131,Normal,0.8372093023255814,3.31,0.4880983507450114,246.25,9.25,3.8,2.3
STU0132,Normal,0.6976744186046512,1.6852941176470588,0.3709467220346275,135.75,5.15,1.9,2.05
STU0133,Normal,0.7441860465116279,2.0806666666666667,0.4907351142734258,152.1,5.4,1.95,1.55
STU0134,Normal,0.8372093023255814,3.522777777777778,0.4393552168074801,273.2,10.6,3.7,2.8
STU0135,Normal,0.6744186046511628,2.2433333333333336,0.3665739633255959,179.85,5.75,1.85,1.9
STU0136,Normal,0.7674418604651163,2.900714285714286,0.5239416333570326,221.7,7.75,3.35,2.35
STU0137,Normal,0.7906976744186046,2.8622222222222224,0.4647776894963814,222.25,9.1,2.8,2.55
STU0138,Normal,0.7441860465116279,2.051764705882353,0.4251210900160924,155.65,4.65,1.8,1.15
STU0139,Normal,0.6744186046511628,2.528888888888889,0.4386729840417628,204.95,7.75,3.05,2.95
STU0140,Normal,0.9069767441860463,3.69,0.3054504869860253,296.6,11.5,4.15,2.3
STU0141,Normal,0.7906976744186046,3.396666666666667,0.408807790439235,262.5,10.2,4.15,2.4
STU0142,Normal,0.9302325581395348,3.606875,0.3564401539295668,277.55,11.05,4.25,2.4
STU0143,Normal,0.7906976744186046,2.955714285714286,0.5121104791518554,226.4,7.75,2.6,2.55
STU0144,Normal,0.8837209302325582,2.96625,0.4367741597973336,229.1,8.4,3.1,2.4
STU0145,Normal,0.6976744186046512,1.8733333333333333,0.431288214317901,141.45,4.95,1.85,1.3
STU0146,Normal,0.7441860465116279,2.7726315789473683,0.4774334404484877,198.3,7.75,2.95,2.45
STU0147,Normal,0.813953488372093,3.1194117647058826,0.459013488203714,238.3,9.3,4.15,2.3
STU0148,Normal,0.8837209302325582,3.4946153846153845,0.399950317427373,248.35,9.75,4.05,2.65
STU0149,Normal,0.6744186046511628,2.153,0.4322535805458838,151.15,6.45,2.0,1.5
STU0150,Normal,0.6976744186046512,1.7058823529411764,0.4157832792382561,122.9,3.55,1.7,1.15
STU0151,Anomaly,0.7906976744186046,3.2873333333333337,0.5688769219971508,222.4,8.6,4.4,2.15
STU0152,Normal,0.5581395348837209,1.7847058823529411,0.4078007731579663,115.3,5.1,2.15,1.65
STU0153,Normal,0.7441860465116279,1.7,0.4702863284949188,109.3,5.05,1.7,1.85
STU0154,Normal,0.813953488372093,2.705,0.5938013135721408,209.9,8.25,3.1,2.5
STU0155,Normal,0.7674418604651163,2.3911764705882352,0.4124906416050729,193.4,7.0,3.1,1.4
STU0156,Normal,0.7906976744186046,2.400952380952381,0.5120342250465759,194.7,7.6,3.35,1.4
STU0157,Normal,0.6976744186046512,2.4614285714285717,0.5194798751244756,204.65,5.55,3.35,1.3
STU0158,Anomaly,0.6511627906976745,1.680625,0.459484765797518,117.95,3.2,0.95,1.25
STU0159,Normal,0.8372093023255814,3.442941176470588,0.4256577954455073,272.9,9.9,4.0,2.45
STU0160,Normal,0.7209302325581395,1.5446666666666669,0.460230790965121,136.05,4.0,2.3,1.25
STU0161,Normal,0.7209302325581395,2.051764705882353,0.4024648322232275,173.4,6.2,2.0,1.3
STU0162,Normal,0.7209302325581395,1.9166666666666667,0.511603455068567,135.75,5.25,2.0,1.2
STU0163,Anomaly,0.6744186046511628,1.4613333333333334,0.2969575887627886,106.4,4.45,0.7,1.6
STU0164,Normal,0.8372093023255814,3.191052631578948,0.5597310339880724,233.4,8.75,3.2,2.5
STU0165,Normal,0.8837209302325582,3.233888888888889,0.4314972413365416,243.1,8.95,3.9,2.25
STU0166,Normal,0.7441860465116279,2.4576470588235293,0.4473327817710869,191.75,5.7,2.75,1.7
STU0167,Normal,0.813953488372093,2.88,0.3974418196415671,218.6,7.15,3.1,2.5
STU0168,Normal,0.7209302325581395,2.354761904761905,0.4944149982314356,177.35,6.1,1.95,1.55
STU0169,Normal,0.7906976744186046,3.477142857142857,0.3800413511335688,282.5,10.9,4.25,2.6
STU0170,Normal,0.7906976744186046,2.716818181818182,0.4595275665458868,201.55,7.7,2.7,2.75
STU0171,Normal,0.8604651162790697,3.730714285714286,0.3060031243107039,285.35,11.55,3.95,2.65
STU0172,Normal,0.8604651162790697,3.555,0.367083096859553,288.55,10.55,3.9,2.7
STU0173,Normal,0.9302325581395348,3.392857142857143,0.4086644019321885,257.0,9.1,4.1,2.7
STU0174,Anomaly,0.9534883720930232,3.906315789473684,0.1733721279123091,310.75,11.8,4.05,2.75
STU0175,Normal,0.9069767441860463,3.563125,0.4480583109373154,264.7,11.05,4.15,2.25
STU0176,Normal,0.8837209302325582,3.2766666666666664,0.4611579628139003,253.25,8.7,3.9,2.6
STU0177,Normal,0.8837209302325582,3.175,0.4753104248804143,256.6,10.95,4.05,2.15
STU0178,Normal,0.7441860465116279,1.775,0.5466138185837115,113.5,5.8,2.0,1.2
STU0179,Anomaly,0.5813953488372093,1.453125,0.4834972423223665,117.75,4.35,1.05,1.25
STU0180,Anomaly,0.813953488372093,3.86,0.2698941591492064,278.3,11.45,4.1,2.7
STU0181,Normal,0.9069767441860463,3.5135,0.3495000188238832,263.65,10.15,3.9,2.65
STU0182,Normal,0.813953488372093,2.4606666666666666,0.4724475279506357,189.35,7.35,2.95,1.45
STU0183,Normal,0.8372093023255814,2.5116666666666667,0.4854985309240511,200.8,7.2,3.0,1.4
STU0184,Normal,0.7674418604651163,2.9541176470588235,0.4258235964505932,233.35,8.85,3.0,2.6
STU0185,Normal,0.8837209302325582,3.643125,0.3594387986848387,277.7,11.05,4.2,2.75
STU0186,Normal,0.7209302325581395,2.159473684210526,0.5797841905419113,150.85,7.2,1.95,1.2
STU0187,Normal,0.7906976744186046,3.2685000000000004,0.4720534648577537,237.9,8.7,2.9,2.8
STU0188,Normal,0.9302325581395348,3.713529411764706,0.3057151692439914,293.2,10.4,3.9,2.2
STU0189,Normal,0.8372093023255814,3.4373333333333336,0.4213323538264684,270.35,9.45,3.9,2.7
STU0190,Normal,0.6976744186046512,2.170588235294117,0.3249128842519809,152.5,5.65,1.85,1.4
STU0191,Anomaly,0.7674418604651163,1.5816666666666666,0.5561025085359712,119.8,3.7,1.25,1.3
STU0192,Normal,0.8837209302325582,3.678235294117647,0.3730655990257887,263.7,10.0,3.9,2.4
STU0193,Normal,0.8837209302325582,3.629444444444444,0.4549915606485882,266.7,9.9,4.15,1.9
STU0194,Normal,0.813953488372093,3.1194444444444445,0.4415410476184815,232.9,9.55,2.65,2.35
STU0195,Normal,0.8837209302325582,3.043529411764706,0.4087624795720398,227.6,7.9,2.85,2.3
STU0196,Normal,0.7674418604651163,2.536,0.3373171462331215,181.1,6.55,3.3,1.5
STU0197,Normal,0.813953488372093,3.387368421052632,0.4379731359755496,239.55,9.9,4.0,2.35
STU0198,Normal,0.7906976744186046,3.738571428571429,0.3313500522753196,270.05,10.85,3.85,2.65
STU0199,Normal,0.7441860465116279,2.1046666666666667,0.4392829655353413,173.5,6.7,1.95,1.4
STU0200,Normal,0.7209302325581395,2.440714285714286,0.42125205839651,200.4,7.3,3.25,2.75
STU0201,Normal,0.7906976744186046,3.247894736842105,0.4772790814999404,245.1,9.0,4.3,2.55
STU0202,Normal,0.9534883720930232,3.5813333333333333,0.4723477330869503,269.1,9.5,4.1,2.5
STU0203,Normal,0.7674418604651163,2.518125,0.4397911436125107,173.6,6.55,2.95,1.45
STU0204,Anomaly,0.9302325581395348,3.855882352941176,0.2415072158220487,288.8,10.25,3.75,2.05
STU0205,Normal,0.8372093023255814,3.026842105263158,0.5001561159786784,211.25,9.35,3.05,2.65
STU0206,Normal,0.7209302325581395,1.5593333333333337,0.4577033766014634,120.3,4.65,2.0,1.7
STU0207,Normal,0.6976744186046512,1.473157894736842,0.4363746177512435,124.8,4.0,2.0,1.5
STU0208,Normal,0.8604651162790697,3.676875,0.3780426563233307,284.2,10.5,4.0,2.35
STU0209,Normal,0.8837209302325582,3.214,0.4317211575713389,231.9,8.8,2.6,2.25
STU0210,Normal,0.8372093023255814,3.0888235294117647,0.5561461403370203,241.05,8.5,2.85,2.5
STU0211,Anomaly,0.6511627906976745,1.56125,0.4540172537103262,120.45,3.35,1.05,1.65
STU0212,Normal,0.6744186046511628,1.818,0.461181711940718,136.05,4.85,2.1,1.45
STU0213,Normal,0.6976744186046512,1.9976470588235296,0.4301384865913057,147.75,5.7,2.25,1.2
STU0214,Normal,0.7209302325581395,3.084736842105263,0.4896525800226187,243.15,9.1,3.2,2.25
STU0215,Anomaly,0.8372093023255814,3.72,0.2599038283673405,287.25,11.5,4.4,2.45
STU0216,Normal,0.7674418604651163,1.8272222222222223,0.4584860708071543,157.25,5.45,2.25,2.05
STU0217,Anomaly,0.627906976744186,1.3505882352941176,0.4180530855680187,100.45,3.9,0.85,1.35
STU0218,Normal,0.5581395348837209,1.8393333333333333,0.4814037014912991,133.3,4.75,1.8,1.4
STU0219,Normal,0.8837209302325582,2.9745,0.473736269069172,218.35,8.45,3.3,2.75
STU0220,Normal,0.6976744186046512,1.8025,0.5047177429019115,140.85,5.05,2.0,1.1
STU0221,Normal,0.7906976744186046,3.5429411764705883,0.4781574623735672,256.55,9.8,4.25,2.35
STU0222,Anomaly,0.7441860465116279,1.4377777777777778,0.4571337242318328,121.7,3.35,2.5,1.7
STU0223,Anomaly,0.9302325581395348,3.877142857142857,0.2306655444720632,305.95,11.9,5.0,3.7
STU0224,Normal,0.8837209302325582,3.18375,0.4795536118794922,248.8,9.3,3.95,2.4
STU0225,Normal,0.9302325581395348,3.10578947368421,0.5333887032661357,218.55,9.65,3.2,2.5
STU0226,Normal,0.8372093023255814,3.014705882352941,0.4059574738667035,221.85,8.95,3.1,2.25
STU0227,Normal,0.813953488372093,2.664705882352941,0.3777750264221225,201.8,8.1,2.85,2.9
STU0228,Normal,0.813953488372093,3.21,0.5327757501988993,232.0,9.3,2.75,2.3
STU0229,Normal,0.6744186046511628,2.331176470588236,0.4563288610330983,193.35,6.95,3.2,1.55
STU0230,Normal,0.7906976744186046,2.215,0.5026330669583926,177.9,6.05,1.9,1.5
STU0231,Normal,0.7674418604651163,3.1,0.2766379790060855,238.7,9.45,3.9,2.8
STU0232,Normal,0.7674418604651163,1.7866666666666664,0.3803404048078665,126.0,5.0,2.05,1.25
STU0233,Normal,0.8837209302325582,3.725555555555556,0.2803405958351422,274.9,12.2,4.0,2.4
STU0234,Normal,0.7674418604651163,3.690555555555556,0.3887305466624622,274.45,11.0,4.05,2.45
STU0235,Normal,0.7441860465116279,2.19625,0.5361327571911022,176.1,6.6,2.5,1.5
STU0236,Normal,0.8837209302325582,3.236,0.3750390455863037,236.05,10.0,3.1,2.8
STU0237,Normal,0.7906976744186046,2.4747826086956524,0.4627376005432471,187.65,7.1,2.85,1.2
STU0238,Normal,0.8837209302325582,3.6482352941176472,0.3723445194661397,263.4,9.45,3.55,2.05
STU0239,Normal,0.6976744186046512,2.0892857142857144,0.4763396378105128,145.65,6.15,1.85,1.3
STU0240,Normal,0.627906976744186,1.9852941176470589,0.5671983520676301,147.25,5.55,2.0,1.75
STU0241,Normal,0.9069767441860463,3.7716666666666665,0.2641801969690163,296.7,11.2,3.9,2.0
STU0242,Normal,0.6744186046511628,2.727333333333333,0.4647805421711976,196.55,7.15,2.95,1.75
STU0243,Normal,0.8372093023255814,3.41421052631579,0.5070099252751225,249.35,8.8,4.1,2.6
STU0244,Normal,0.813953488372093,3.4447058823529413,0.4950393626654705,252.05,10.6,3.75,3.1
STU0245,Normal,0.9302325581395348,3.1733333333333333,0.4344564200842022,237.35,8.6,3.05,2.5
STU0246,Normal,0.627906976744186,2.2723529411764707,0.5568385023030096,163.3,6.4,2.2,1.75
STU0247,Normal,0.6976744186046512,2.1775,0.5298490351033963,158.85,5.75,2.0,1.25
STU0248,Normal,0.6046511627906976,2.129285714285714,0.4522841905384145,166.05,6.35,2.25,1.65
STU0249,Normal,0.8837209302325582,3.775263157894737,0.2764330021512673,292.8,10.35,3.75,2.55
STU0250,Normal,0.7441860465116279,2.0086666666666666,0.36908896849766,122.5,4.9,2.25,1.4
STU0251,Normal,0.8604651162790697,2.7022222222222223,0.4555869589048648,203.35,8.35,2.95,2.65
STU0252,Normal,0.7209302325581395,2.270714285714285,0.4941109231696912,187.5,8.35,3.05,1.65
STU0253,Normal,0.8604651162790697,3.62375,0.4139222954452522,280.2,11.65,3.95,2.3
STU0254,Normal,0.813953488372093,2.572,0.4415912783817827,204.75,7.0,3.05,1.9
STU0255,Anomaly,0.627906976744186,1.48,0.4921254921257382,106.85,3.55,1.1,1.6
STU0256,Normal,0.813953488372093,3.428888888888889,0.3469512406645821,289.65,10.5,3.8,2.85
STU0257,Normal,0.5348837209302325,1.7999999999999998,0.4001911308068566,132.15,5.45,1.7,1.7
STU0258,Normal,0.6744186046511628,1.6780000000000002,0.5834160485573616,132.9,5.85,1.9,1.4
STU0259,Anomaly,0.9069767441860463,3.80375,0.1795503643363983,250.2,9.85,3.85,2.75
STU0260,Normal,0.627906976744186,1.832105263157895,0.4998397403987317,136.25,5.65,1.75,1.35
STU0261,Normal,0.8837209302325582,3.477333333333333,0.4435323577609105,255.15,9.9,3.8,2.95
STU0262,Normal,0.7209302325581395,2.3388235294117647,0.4414589781755092,178.1,5.45,1.9,1.65
STU0263,Normal,0.8604651162790697,2.953333333333333,0.4364248694410834,246.25,8.7,2.85,2.5
STU0264,Normal,0.6976744186046512,2.6294117647058823,0.5133647653987768,217.15,7.85,3.1,2.2
STU0265,Normal,0.6046511627906976,1.7544444444444445,0.4547943584706521,117.7,3.65,1.8,1.25
STU0266,Normal,0.813953488372093,2.901111111111111,0.511271642877304,224.6,7.2,2.9,2.15
STU0267,Normal,0.7674418604651163,3.1023809523809525,0.4879334458909818,223.1,8.95,2.6,2.55
STU0268,Normal,0.8604651162790697,3.4575,0.4475339838120305,277.7,9.1,4.15,2.65
STU0269,Normal,0.6046511627906976,2.333333333333333,0.4238204920999094,159.7,5.65,1.8,1.85
STU0270,Normal,0.6976744186046512,2.4744444444444444,0.4124421131892646,173.35,6.4,2.85,1.35
STU0271,Normal,0.813953488372093,3.3510526315789475,0.4137080926993237,250.75,9.55,4.2,2.6
STU0272,Anomaly,0.6744186046511628,1.6106666666666667,0.6012780040008432,123.5,4.65,2.5,1.65
STU0273,Normal,0.7209302325581395,1.634375,0.4807905815771908,119.85,4.6,2.0,1.5
STU0274,Normal,0.813953488372093,3.161764705882353,0.5063994877332229,221.55,8.15,2.7,2.3
STU0275,Normal,0.7906976744186046,3.48625,0.4883833876508632,248.45,9.85,3.9,2.5
