student_id,age,gender,department,enrollment_year,cumulative_gpa,is_active,is_dropout,attendance_rate,total_classes,avg_grade,total_courses,grade_std,avg_lms_time,avg_logins,avg_assignments,avg_forum_posts,dept_encoded
STU0121,25,F,Engineering,2024,2.59,1,0,0.6976744186046512,43,2.7953333333333332,15,0.38455664020246677,202.15,6.65,3.05,1.55,2
STU0122,19,F,Physics,2022,2.2,1,0,0.7906976744186046,43,2.216875,16,0.48678152183500156,163.85,5.45,1.95,1.5,4
STU0123,27,F,Mathematics,2024,3.03,1,0,0.7441860465116279,43,3.17,16,0.3746287050756611,216.45,9.5,3.0,2.4,3
STU0124,25,M,Physics,2021,3.63,1,0,0.8372093023255814,43,3.588235294117647,17,0.4101712339699977,273.1,9.0,3.9,2.4,4
STU0125,23,F,Business,2022,3.49,1,0,0.7906976744186046,43,3.383,20,0.4240047169548942,249.75,9.05,4.2,2.6,0
STU0126,26,M,Physics,2023,1.53,1,0,0.6976744186046512,43,1.5507142857142857,14,0.4895439681002072,110.05,4.25,1.0,1.7,4
STU0127,25,M,Mathematics,2024,2.89,1,0,0.813953488372093,43,2.84125,16,0.5169767886472273,215.9,8.45,2.6,2.4,3
STU0128,25,M,Business,2024,3.48,1,0,0.9069767441860465,43,3.3504761904761904,21,0.4370866755058565,260.8,10.35,3.75,2.4,0
STU0129,24,F,Physics,2022,3.23,1,0,0.8604651162790697,43,3.086875,16,0.5116863459842039,259.2,9.25,4.1,2.8,4
STU0130,25,F,Engineering,2023,2.88,1,0,0.7209302325581395,43,2.7606666666666664,15,0.4754917254299815,223.75,7.35,2.9,2.45,2
STU0131,23,F,Business,2023,3.26,1,0,0.8372093023255814,43,3.31,16,0.4880983507450114,246.25,9.25,3.8,2.3,0
STU0132,21,M,Physics,2023,1.8,0,1,0.6976744186046512,43,1.6852941176470588,17,0.37094672203462753,135.75,5.15,1.9,2.05,4
STU0133,21,F,Engineering,2022,2.04,1,0,0.7441860465116279,43,2.0806666666666667,15,0.49073511427342587,152.1,5.4,1.95,1.55,2
STU0134,19,F,Physics,2023,3.58,1,0,0.8372093023255814,43,3.522777777777778,18,0.43935521680748013,273.2,10.6,3.7,2.8,4
STU0135,20,M,Mathematics,2023,2.26,1,0,0.6744186046511628,43,2.2433333333333336,18,0.3665739633255959,179.85,5.75,1.85,1.9,3
STU0136,18,M,Physics,2021,2.88,1,0,0.7674418604651163,43,2.900714285714286,14,0.5239416333570326,221.7,7.75,3.35,2.35,4
STU0137,18,F,Business,2021,2.94,1,0,0.7906976744186046,43,2.8622222222222224,18,0.4647776894963814,222.25,9.1,2.8,2.55,0
STU0138,23,F,Business,2024,1.96,0,1,0.7441860465116279,43,2.051764705882353,17,0.42512109001609244,155.65,4.65,1.8,1.15,0
STU0139,24,M,Computer Science,2021,2.73,1,0,0.6744186046511628,43,2.528888888888889,18,0.4386729840417628,204.95,7.75,3.05,2.95,1
STU0140,27,M,Mathematics,2022,3.87,1,0,0.9069767441860465,43,3.69,21,0.30545048698602534,296.6,11.5,4.15,2.3,3
STU0141,26,M,Mathematics,2021,3.41,1,0,0.7906976744186046,43,3.396666666666667,15,0.408807790439235,262.5,10.2,4.15,2.4,3
STU0142,25,F,Engineering,2024,3.77,1,0,0.9302325581395349,43,3.606875,16,0.35644015392956685,277.55,11.05,4.25,2.4,2
STU0143,22,M,Engineering,2024,2.92,1,0,0.7906976744186046,43,2.955714285714286,14,0.5121104791518554,226.4,7.75,2.6,2.55,2
STU0144,21,F,Engineering,2021,3.06,1,0,0.8837209302325582,43,2.96625,16,0.4367741597973336,229.1,8.4,3.1,2.4,2
STU0145,21,M,Computer Science,2022,1.93,0,1,0.6976744186046512,43,1.8733333333333335,15,0.43128821431790104,141.45,4.95,1.85,1.3,1
STU0146,27,M,Business,2024,2.67,1,0,0.7441860465116279,43,2.7726315789473683,19,0.4774334404484877,198.3,7.75,2.95,2.45,0
STU0147,22,F,Mathematics,2023,3.26,1,0,0.813953488372093,43,3.1194117647058826,17,0.45901348820371407,238.3,9.3,4.15,2.3,3
STU0148,22,M,Computer Science,2022,3.47,1,0,0.8837209302325582,43,3.4946153846153845,13,0.399950317427373,248.35,9.75,4.05,2.65,1
STU0149,26,M,Business,2021,2.06,1,0,0.6744186046511628,43,2.153,20,0.4322535805458838,151.15,6.45,2.0,1.5,0
STU0150,19,F,Physics,2022,1.65,1,0,0.6976744186046512,43,1.7058823529411764,17,0.4157832792382561,122.9,3.55,1.7,1.15,4
STU0151,25,F,Business,2021,3.22,1,0,0.7906976744186046,43,3.2873333333333337,15,0.5688769219971508,222.4,8.6,4.4,2.15,0
STU0152,25,F,Physics,2024,1.7,0,1,0.5581395348837209,43,1.7847058823529411,17,0.40780077315796637,115.3,5.1,2.15,1.65,4
STU0153,18,M,Physics,2023,1.73,1,0,0.7441860465116279,43,1.7,14,0.47028632849491886,109.3,5.05,1.7,1.85,4
STU0154,20,F,Physics,2021,2.68,1,0,0.813953488372093,43,2.705,16,0.5938013135721408,209.9,8.25,3.1,2.5,4
STU0155,27,F,Physics,2022,2.59,1,0,0.7674418604651163,43,2.3911764705882352,17,0.4124906416050729,193.4,7.0,3.1,1.4,4
STU0156,23,F,Computer Science,2024,2.52,1,0,0.7906976744186046,43,2.400952380952381,21,0.5120342250465759,194.7,7.6,3.35,1.4,1
STU0157,23,F,Computer Science,2022,2.53,1,0,0.6976744186046512,43,2.4614285714285713,14,0.5194798751244756,204.65,5.55,3.35,1.3,1
STU0158,26,F,Physics,2024,1.59,0,1,0.6511627906976745,43,1.680625,16,0.459484765797518,117.95,3.2,0.95,1.25,4
STU0159,24,M,Physics,2021,3.66,1,0,0.8372093023255814,43,3.442941176470588,17,0.42565779544550736,272.9,9.9,4.0,2.45,4
STU0160,24,F,Engineering,2024,1.64,0,1,0.7209302325581395,43,1.5446666666666669,15,0.46023079096512104,136.05,4.0,2.3,1.25,2
STU0161,21,M,Business,2021,2.17,1,0,0.7209302325581395,43,2.051764705882353,17,0.4024648322232275,173.4,6.2,2.0,1.3,0
STU0162,25,M,Physics,2024,1.8,1,0,0.7209302325581395,43,1.9166666666666667,15,0.511603455068567,135.75,5.25,2.0,1.2,4
STU0163,26,M,Mathematics,2023,1.53,0,1,0.6744186046511628,43,1.4613333333333334,15,0.29695758876278866,106.4,4.45,0.7,1.6,3
STU0164,19,M,Computer Science,2024,3.12,1,0,0.8372093023255814,43,3.1910526315789474,19,0.5597310339880724,233.4,8.75,3.2,2.5,1
STU0165,26,F,Business,2023,3.26,1,0,0.8837209302325582,43,3.233888888888889,18,0.43149724133654166,243.1,8.95,3.9,2.25,0
STU0166,21,M,Business,2024,2.64,1,0,0.7441860465116279,43,2.4576470588235293,17,0.44733278177108693,191.75,5.7,2.75,1.7,0
STU0167,27,M,Business,2022,2.77,1,0,0.813953488372093,43,2.88,16,0.39744181964156716,218.6,7.15,3.1,2.5,0
STU0168,24,F,Computer Science,2023,2.35,1,0,0.7209302325581395,43,2.354761904761905,21,0.49441499823143564,177.35,6.1,1.95,1.55,1
STU0169,22,F,Computer Science,2023,3.59,1,0,0.7906976744186046,43,3.477142857142857,21,0.38004135113356885,282.5,10.9,4.25,2.6,1
STU0170,26,F,Mathematics,2024,2.71,1,0,0.7906976744186046,43,2.716818181818182,22,0.45952756654588683,201.55,7.7,2.7,2.75,3
STU0171,25,M,Engineering,2024,3.83,1,0,0.8604651162790697,43,3.730714285714286,14,0.3060031243107039,285.35,11.55,3.95,2.65,2
STU0172,21,F,Mathematics,2024,3.64,1,0,0.8604651162790697,43,3.555,14,0.36708309685955304,288.55,10.55,3.9,2.7,3
STU0173,25,F,Computer Science,2023,3.26,1,0,0.9302325581395349,43,3.392857142857143,14,0.40866440193218856,257.0,9.1,4.1,2.7,1
STU0174,25,M,Business,2022,3.91,1,0,0.9534883720930233,43,3.906315789473684,19,0.17337212791230913,310.75,11.8,4.05,2.75,0
STU0175,19,F,Engineering,2023,3.69,1,0,0.9069767441860465,43,3.563125,16,0.4480583109373154,264.7,11.05,4.15,2.25,2
STU0176,18,F,Computer Science,2024,3.31,1,0,0.8837209302325582,43,3.2766666666666664,15,0.46115796281390037,253.25,8.7,3.9,2.6,1
STU0177,25,F,Mathematics,2021,3.45,1,0,0.8837209302325582,43,3.175,16,0.47531042488041436,256.6,10.95,4.05,2.15,3
STU0178,28,F,Physics,2024,1.7,0,1,0.7441860465116279,43,1.7750000000000001,16,0.5466138185837115,113.5,5.8,2.0,1.2,4
STU0179,26,F,Physics,2024,1.59,0,1,0.5813953488372093,43,1.453125,16,0.48349724232236657,117.75,4.35,1.05,1.25,4
STU0180,24,M,Mathematics,2021,3.95,1,0,0.813953488372093,43,3.86,15,0.26989415914920645,278.3,11.45,4.1,2.7,3
STU0181,22,M,Business,2022,3.76,1,0,0.9069767441860465,43,3.5134999999999996,20,0.3495000188238832,263.65,10.15,3.9,2.65,0
STU0182,22,F,Physics,2021,2.4,1,0,0.813953488372093,43,2.4606666666666666,15,0.4724475279506357,189.35,7.35,2.95,1.45,4
STU0183,26,M,Mathematics,2022,2.53,1,0,0.8372093023255814,43,2.5116666666666667,18,0.4854985309240511,200.8,7.2,3.0,1.4,3
STU0184,19,F,Mathematics,2022,3.02,1,0,0.7674418604651163,43,2.9541176470588235,17,0.4258235964505932,233.35,8.85,3.0,2.6,3
STU0185,25,M,Engineering,2022,3.78,1,0,0.8837209302325582,43,3.643125,16,0.3594387986848387,277.7,11.05,4.2,2.75,2
STU0186,28,F,Mathematics,2024,2.13,1,0,0.7209302325581395,43,2.159473684210526,19,0.5797841905419113,150.85,7.2,1.95,1.2,3
STU0187,22,M,Computer Science,2024,3.19,1,0,0.7906976744186046,43,3.2685000000000004,20,0.47205346485775374,237.9,8.7,2.9,2.8,1
STU0188,23,F,Computer Science,2024,3.97,1,0,0.9302325581395349,43,3.713529411764706,17,0.3057151692439914,293.2,10.4,3.9,2.2,1
STU0189,25,M,Business,2023,3.61,1,0,0.8372093023255814,43,3.4373333333333336,15,0.42133235382646844,270.35,9.45,3.9,2.7,0
STU0190,19,F,Business,2024,2.09,1,0,0.6976744186046512,43,2.1705882352941175,17,0.32491288425198095,152.5,5.65,1.85,1.4,0
STU0191,22,F,Engineering,2023,1.55,1,0,0.7674418604651163,43,1.5816666666666666,18,0.5561025085359712,119.8,3.7,1.25,1.3,2
