student_id,course_id,date,status
STU0002,CS301,2025-02-18,present
STU0002,CS301,2025-02-20,present
STU0002,CS501,2025-02-24,absent
STU0002,CS501,2025-02-26,present
STU0002,CS501,2025-02-28,present
STU0002,CS201,2025-03-04,present
STU0002,CS501,2025-03-06,present
STU0002,CS201,2025-03-10,absent
STU0002,CS201,2025-03-12,present
STU0002,CS401,2025-03-14,late
STU0002,CS301,2025-03-18,absent
STU0002,CS501,2025-03-20,present
STU0002,CS101,2025-03-24,present
STU0002,CS501,2025-03-26,absent
STU0002,CS401,2025-03-28,present
STU0002,CS201,2025-04-01,present
STU0002,CS201,2025-04-03,absent
STU0002,CS501,2025-04-07,present
STU0002,CS301,2025-04-09,present
STU0002,CS501,2025-04-11,present
STU0002,CS201,2025-04-15,absent
STU0002,CS301,2025-04-17,present
STU0002,CS501,2025-04-21,present
STU0002,CS301,2025-04-23,present
STU0002,CS301,2025-04-25,present
STU0002,CS301,2025-04-29,present
STU0003,CS301,2025-01-01,present
STU0003,CS101,2025-01-03,present
STU0003,CS201,2025-01-07,absent
STU0003,CS501,2025-01-09,present
STU0003,CS101,2025-01-13,present
STU0003,CS501,2025-01-15,present
STU0003,CS401,2025-01-17,present
STU0003,CS101,2025-01-21,present
STU0003,CS201,2025-01-23,present
STU0003,CS301,2025-01-27,present
STU0003,CS501,2025-01-29,present
STU0003,CS201,2025-01-31,present
STU0003,CS201,2025-02-04,present
STU0003,CS401,2025-02-06,present
STU0003,CS401,2025-02-10,present
STU0003,CS501,2025-02-12,present
STU0003,CS501,2025-02-14,present
STU0003,CS201,2025-02-18,present
STU0003,CS501,2025-02-20,absent
STU0003,CS401,2025-02-24,present
STU0003,CS201,2025-02-26,present
STU0003,CS401,2025-02-28,present
STU0003,CS501,2025-03-04,present
STU0003,CS201,2025-03-06,present
STU0003,CS201,2025-03-10,present
STU0003,CS201,2025-03-12,present
STU0003,CS501,2025-03-14,absent
STU0003,CS101,2025-03-18,absent
STU0003,CS101,2025-03-20,present
STU0003,CS301,2025-03-24,absent
STU0003,CS201,2025-03-26,absent
STU0003,CS401,2025-03-28,present
STU0003,CS301,2025-04-01,absent
STU0003,CS401,2025-04-03,present
STU0003,CS301,2025-04-07,absent
STU0003,CS501,2025-04-09,absent
STU0003,CS301,2025-04-11,present
STU0003,CS401,2025-04-15,present
STU0003,CS401,2025-04-17,present
STU0003,CS301,2025-04-21,present
STU0003,CS501,2025-04-23,absent
STU0003,CS401,2025-04-25,absent
STU0003,CS401,2025-04-29,present
STU0004,EN301,2025-01-01,present
STU0004,EN201,2025-01-03,present
STU0004,EN101,2025-01-07,present
STU0004,EN201,2025-01-09,present
STU0004,EN101,2025-01-13,present
STU0004,EN201,2025-01-15,absent
STU0004,EN101,2025-01-17,present
STU0004,EN101,2025-01-21,present
STU0004,EN101,2025-01-23,present
STU0004,EN201,2025-01-27,present
STU0004,EN101,2025-01-29,late
STU0004,EN101,2025-01-31,late
STU0004,EN201,2025-02-04,present
STU0004,EN201,2025-02-06,present
STU0004,EN201,2025-02-10,present
STU0004,EN101,2025-02-12,present
STU0004,EN301,2025-02-14,present
STU0004,EN201,2025-02-18,present
STU0004,EN201,2025-02-20,present
STU0004,EN201,2025-02-24,present
STU0004,EN101,2025-02-26,present
STU0004,EN101,2025-02-28,absent
STU0004,EN201,2025-03-04,present
STU0004,EN201,2025-03-06,present
STU0004,EN301,2025-03-10,present
STU0004,EN201,2025-03-12,late
STU0004,EN101,2025-03-14,present
STU0004,EN301,2025-03-18,present
STU0004,EN101,2025-03-20,present
STU0004,EN101,2025-03-24,present
STU0004,EN301,2025-03-26,present
STU0004,EN201,2025-03-28,present
STU0004,EN201,2025-04-01,present
STU0004,EN101,2025-04-03,present
STU0004,EN201,2025-04-07,present
STU0004,EN201,2025-04-09,present
STU0004,EN101,2025-04-11,absent
STU0004,EN301,2025-04-15,present
STU0004,EN101,2025-04-17,present
STU0004,EN301,2025-04-21,present
STU0004,EN201,2025-04-23,present
STU0004,EN301,2025-04-25,present
STU0004,EN101,2025-04-29,present
STU0005,MT401,2025-01-01,present
STU0005,MT101,2025-01-03,present
STU0005,MT101,2025-01-07,present
STU0005,MT401,2025-01-09,present
STU0005,MT401,2025-01-13,present
STU0005,MT101,2025-01-15,present
STU0005,MT101,2025-01-17,late
STU0005,MT301,2025-01-21,present
STU0005,MT401,2025-01-23,present
STU0005,MT101,2025-01-27,present
STU0005,MT201,2025-01-29,late
STU0005,MT401,2025-01-31,absent
STU0005,MT101,2025-02-04,present
STU0005,MT101,2025-02-06,present
STU0005,MT201,2025-02-10,absent
STU0005,MT401,2025-02-12,present
STU0005,MT101,2025-02-14,present
STU0005,MT301,2025-02-18,present
STU0005,MT301,2025-02-20,present
STU0005,MT301,2025-02-24,absent
STU0005,MT301,2025-02-26,absent
STU0005,MT401,2025-02-28,present
STU0005,MT301,2025-03-04,present
STU0005,MT301,2025-03-06,present
STU0005,MT201,2025-03-10,absent
STU0005,MT401,2025-03-12,absent
STU0005,MT201,2025-03-14,absent
STU0005,MT401,2025-03-18,absent
STU0005,MT301,2025-03-20,present
STU0005,MT201,2025-03-24,present
STU0005,MT401,2025-03-26,present
STU0005,MT401,2025-03-28,absent
STU0005,MT101,2025-04-01,present
STU0005,MT301,2025-04-03,present
STU0005,MT101,2025-04-07,present
STU0005,MT201,2025-04-09,present
STU0005,MT301,2025-04-11,present
STU0005,MT301,2025-04-15,present
STU0005,MT301,2025-04-17,present
STU0005,MT301,2025-04-21,present
STU0005,MT301,2025-04-23,present
STU0005,MT301,2025-04-25,present
STU0005,MT401,2025-04-29,present
STU0006,MT401,2025-01-01,present
STU0006,MT101,2025-01-03,present
STU0006,MT101,2025-01-07,absent
STU0006,MT201,2025-01-09,present
STU0006,MT101,2025-01-13,absent
STU0006,MT101,2025-01-15,present
STU0006,MT101,2025-01-17,present
STU0006,MT401,2025-01-21,present
STU0006,MT201,2025-01-23,present
STU0006,MT201,2025-01-27,present
STU0006,MT401,2025-01-29,present
STU0006,MT201,2025-01-31,late
STU0006,MT201,2025-02-04,present
STU0006,MT401,2025-02-06,absent
STU0006,MT401,2025-02-10,present
STU0006,MT301,2025-02-12,absent
STU0006,MT201,2025-02-14,present
STU0006,MT101,2025-02-18,present
STU0006,MT401,2025-02-20,present
STU0006,MT201,2025-02-24,present
STU0006,MT401,2025-02-26,absent
STU0006,MT201,2025-02-28,present
STU0006,MT301,2025-03-04,present
STU0006,MT101,2025-03-06,present
STU0006,MT301,2025-03-10,present
STU0006,MT401,2025-03-12,late
STU0006,MT101,2025-03-14,late
STU0006,MT201,2025-03-18,absent
STU0006,MT301,2025-03-20,present
STU0006,MT101,2025-03-24,present
STU0006,MT101,2025-03-26,late
STU0006,MT401,2025-03-28,present
STU0006,MT301,2025-04-01,late
STU0006,MT101,2025-04-03,late
STU0006,MT101,2025-04-07,absent
STU0006,MT101,2025-04-09,present
STU0006,MT201,2025-04-11,present
STU0006,MT401,2025-04-15,absent
STU0006,MT301,2025-04-17,present
STU0006,MT101,2025-04-21,present
STU0006,MT201,2025-04-23,present
STU0006,MT301,2025-04-25,late
STU0006,MT301,2025-04-29,present
STU0007,PH301,2025-01-01,present
STU0007,PH201,2025-01-03,present
STU0007,PH101,2025-01-07,present
STU0007,PH301,2025-01-09,late
STU0007,PH201,2025-01-13,present
STU0007,PH201,2025-01-15,present
STU0007,PH101,2025-01-17,absent
STU0007,PH101,2025-01-21,present
STU0007,PH301,2025-01-23,present
STU0007,PH201,2025-01-27,present
STU0007,PH101,2025-01-29,present
STU0007,PH201,2025-01-31,present
STU0007,PH301,2025-02-04,absent
STU0007,PH201,2025-02-06,absent
STU0007,PH301,2025-02-10,absent
STU0007,PH301,2025-02-12,absent
STU0007,PH301,2025-02-14,present
STU0007,PH201,2025-02-18,present
STU0007,PH301,2025-02-20,absent
STU0007,PH101,2025-02-24,present
STU0007,PH201,2025-02-26,present
STU0007,PH101,2025-02-28,absent
STU0007,PH301,2025-03-04,absent
STU0007,PH201,2025-03-06,present
STU0007,PH201,2025-03-10,present
STU0007,PH201,2025-03-12,present
STU0007,PH301,2025-03-14,present
STU0007,PH301,2025-03-18,present
STU0007,PH201,2025-03-20,present
STU0007,PH201,2025-03-24,present
STU0007,PH301,2025-03-26,present
STU0007,PH201,2025-03-28,present
STU0007,PH201,2025-04-01,present
STU0007,PH101,2025-04-03,present
STU0007,PH101,2025-04-07,absent
STU0007,PH301,2025-04-09,present
STU0007,PH301,2025-04-11,present
STU0007,PH201,2025-04-15,present
STU0007,PH301,2025-04-17,absent
STU0007,PH301,2025-04-21,present
STU0007,PH201,2025-04-23,present
STU0007,PH201,2025-04-25,present
STU0007,PH101,2025-04-29,present
STU0008,PH201,2025-01-01,present
STU0008,PH201,2025-01-03,present
STU0008,PH101,2025-01-07,present
STU0008,PH301,2025-01-09,present
STU0008,PH101,2025-01-13,late
STU0008,PH101,2025-01-15,present
STU0008,PH101,2025-01-17,present
STU0008,PH201,2025-01-21,present
STU0008,PH301,2025-01-23,present
STU0008,PH301,2025-01-27,present
STU0008,PH101,2025-01-29,present
STU0008,PH301,2025-01-31,present
STU0008,PH201,2025-02-04,late
STU0008,PH101,2025-02-06,absent
STU0008,PH201,2025-02-10,present
STU0008,PH201,2025-02-12,present
STU0008,PH201,2025-02-14,present
STU0008,PH301,2025-02-18,present
STU0008,PH301,2025-02-20,present
STU0008,PH201,2025-02-24,present
STU0008,PH301,2025-02-26,present
STU0008,PH201,2025-02-28,present
STU0008,PH301,2025-03-04,present
STU0008,PH101,2025-03-06,late
STU0008,PH101,2025-03-10,present
STU0008,PH201,2025-03-12,present
STU0008,PH301,2025-03-14,present
STU0008,PH101,2025-03-18,present
STU0008,PH201,2025-03-20,present
STU0008,PH301,2025-03-24,present
STU0008,PH101,2025-03-26,present
STU0008,PH301,2025-03-28,present
STU0008,PH101,2025-04-01,present
STU0008,PH101,2025-04-03,present
STU0008,PH201,2025-04-07,present
STU0008,PH201,2025-04-09,absent
STU0008,PH301,2025-04-11,present
STU0008,PH301,2025-04-15,present
STU0008,PH301,2025-04-17,present
STU0008,PH201,2025-04-21,present
STU0008,PH301,2025-04-23,present
STU0008,PH101,2025-04-25,present
STU0008,PH301,2025-04-29,present
STU0009,BU101,2025-01-01,present
STU0009,BU101,2025-01-03,present
STU0009,BU101,2025-01-07,present
STU0009,BU401,2025-01-09,present
STU0009,BU101,2025-01-13,present
STU0009,BU401,2025-01-15,present
STU0009,BU101,2025-01-17,present
STU0009,BU201,2025-01-21,absent
STU0009,BU301,2025-01-23,present
STU0009,BU301,2025-01-27,present
STU0009,BU401,2025-01-29,present
STU0009,BU401,2025-01-31,present
STU0009,BU101,2025-02-04,present
STU0009,BU201,2025-02-06,present
STU0009,BU101,2025-02-10,late
STU0009,BU301,2025-02-12,present
STU0009,BU301,2025-02-14,present
STU0009,BU301,2025-02-18,present
STU0009,BU101,2025-02-20,present
STU0009,BU301,2025-02-24,present
STU0009,BU201,2025-02-26,late
STU0009,BU201,2025-02-28,present
STU0009,BU301,2025-03-04,late
STU0009,BU301,2025-03-06,absent
STU0009,BU201,2025-03-10,present
STU0009,BU201,2025-03-12,present
STU0009,BU201,2025-03-14,present
STU0009,BU401,2025-03-18,present
STU0009,BU201,2025-03-20,present
STU0009,BU401,2025-03-24,present
STU0009,BU301,2025-03-26,present
STU0009,BU401,2025-03-28,present
STU0009,BU401,2025-04-01,absent
STU0009,BU101,2025-04-03,present
STU0009,BU201,2025-04-07,absent
STU0009,BU101,2025-04-09,present
STU0009,BU201,2025-04-11,present
STU0009,BU401,2025-04-15,present
STU0009,BU301,2025-04-17,present
STU0009,BU401,2025-04-21,absent
STU0009,BU301,2025-04-23,absent
STU0009,BU401,2025-04-25,absent
STU0009,BU401,2025-04-29,present
STU0010,EN101,2025-01-01,present
STU0010,EN101,2025-01-03,absent
STU0010,EN201,2025-01-07,absent
STU0010,EN301,2025-01-09,late
STU0010,EN301,2025-01-13,present
STU0010,EN101,2025-01-15,present
STU0010,EN301,2025-01-17,absent
STU0010,EN301,2025-01-21,present
STU0010,EN101,2025-01-23,late
STU0010,EN301,2025-01-27,absent
STU0010,EN201,2025-01-29,present
STU0010,EN101,2025-01-31,absent
STU0010,EN301,2025-02-04,absent
STU0010,EN301,2025-02-06,present
STU0010,EN301,2025-02-10,late
STU0010,EN201,2025-02-12,present
STU0010,EN101,2025-02-14,absent
STU0010,EN301,2025-02-18,present
STU0010,EN101,2025-02-20,absent
STU0010,EN201,2025-02-24,present
STU0010,EN301,2025-02-26,present
STU0010,EN301,2025-02-28,late
STU0010,EN101,2025-03-04,present
STU0010,EN101,2025-03-06,present
STU0010,EN201,2025-03-10,late
STU0010,EN101,2025-03-12,late
STU0010,EN101,2025-03-14,present
STU0010,EN201,2025-03-18,present
STU0010,EN201,2025-03-20,present
STU0010,EN201,2025-03-24,present
STU0010,EN201,2025-03-26,present
STU0010,EN201,2025-03-28,absent
STU0010,EN301,2025-04-01,absent
STU0010,EN301,2025-04-03,absent
STU0010,EN101,2025-04-07,absent
STU0010,EN101,2025-04-09,present
STU0010,EN301,2025-04-11,present
STU0010,EN301,2025-04-15,present
STU0010,EN101,2025-04-17,present
STU0010,EN101,2025-04-21,present
STU0010,EN301,2025-04-23,absent
STU0010,EN201,2025-04-25,present
STU0010,EN201,2025-04-29,present
STU0011,CS301,2025-01-01,present
STU0011,CS201,2025-01-03,absent
STU0011,CS301,2025-01-07,present
STU0011,CS401,2025-01-09,present
STU0011,CS201,2025-01-13,present
STU0011,CS501,2025-01-15,present
STU0011,CS501,2025-01-17,present
STU0011,CS301,2025-01-21,absent
STU0011,CS201,2025-01-23,present
STU0011,CS201,2025-01-27,present
STU0011,CS401,2025-01-29,present
STU0011,CS401,2025-01-31,late
STU0011,CS301,2025-02-04,present
STU0011,CS501,2025-02-06,present
STU0011,CS401,2025-02-10,absent
STU0011,CS401,2025-02-12,late
STU0011,CS101,2025-02-14,late
STU0011,CS101,2025-02-18,absent
STU0011,CS401,2025-02-20,present
STU0011,CS501,2025-02-24,present
STU0011,CS501,2025-02-26,absent
STU0011,CS101,2025-02-28,present
STU0011,CS201,2025-03-04,present
STU0011,CS301,2025-03-06,absent
STU0011,CS201,2025-03-10,present
STU0011,CS201,2025-03-12,present
STU0011,CS301,2025-03-14,present
STU0011,CS101,2025-03-18,present
STU0011,CS201,2025-03-20,present
STU0011,CS101,2025-03-24,present
STU0011,CS501,2025-03-26,present
STU0011,CS101,2025-03-28,present
STU0011,CS501,2025-04-01,absent
STU0011,CS201,2025-04-03,present
STU0011,CS201,2025-04-07,late
STU0011,CS401,2025-04-09,present
STU0011,CS401,2025-04-11,present
STU0011,CS501,2025-04-15,absent
STU0011,CS501,2025-04-17,present
STU0011,CS101,2025-04-21,late
STU0011,CS501,2025-04-23,present
STU0011,CS401,2025-04-25,late
STU0011,CS401,2025-04-29,present
STU0012,PH201,2025-01-01,absent
STU0012,PH301,2025-01-03,present
STU0012,PH101,2025-01-07,late
STU0012,PH101,2025-01-09,present
STU0012,PH301,2025-01-13,present
STU0012,PH201,2025-01-15,late
STU0012,PH201,2025-01-17,present
STU0012,PH301,2025-01-21,present
STU0012,PH101,2025-01-23,present
STU0012,PH301,2025-01-27,present
STU0012,PH101,2025-01-29,present
STU0012,PH301,2025-01-31,present
STU0012,PH301,2025-02-04,absent
STU0012,PH201,2025-02-06,present
STU0012,PH201,2025-02-10,present
STU0012,PH101,2025-02-12,late
STU0012,PH201,2025-02-14,absent
STU0012,PH201,2025-02-18,present
STU0012,PH201,2025-02-20,present
STU0012,PH301,2025-02-24,present
STU0012,PH301,2025-02-26,present
STU0012,PH101,2025-02-28,present
STU0012,PH101,2025-03-04,present
STU0012,PH301,2025-03-06,present
STU0012,PH101,2025-03-10,present
STU0012,PH101,2025-03-12,late
STU0012,PH101,2025-03-14,late
STU0012,PH301,2025-03-18,present
STU0012,PH301,2025-03-20,present
STU0012,PH201,2025-03-24,present
STU0012,PH101,2025-03-26,absent
STU0012,PH301,2025-03-28,present
STU0012,PH301,2025-04-01,present
STU0012,PH101,2025-04-03,absent
STU0012,PH201,2025-04-07,absent
STU0012,PH101,2025-04-09,late
STU0012,PH101,2025-04-11,present
STU0012,PH201,2025-04-15,present
STU0012,PH301,2025-04-17,present
STU0012,PH101,2025-04-21,late
STU0012,PH301,2025-04-23,absent
STU0012,PH301,2025-04-25,present
STU0012,PH301,2025-04-29,present
STU0013,CS401,2025-01-01,present
STU0013,CS401,2025-01-03,present
STU0013,CS501,2025-01-07,late
STU0013,CS201,2025-01-09,present
STU0013,CS201,2025-01-13,present
STU0013,CS101,2025-01-15,present
STU0013,CS401,2025-01-17,late
STU0013,CS101,2025-01-21,absent
STU0013,CS501,2025-01-23,absent
STU0013,CS501,2025-01-27,present
STU0013,CS201,2025-01-29,present
STU0013,CS301,2025-01-31,present
STU0013,CS501,2025-02-04,present
STU0013,CS301,2025-02-06,absent
STU0013,CS501,2025-02-10,present
STU0013,CS201,2025-02-12,late
STU0013,CS401,2025-02-14,late
STU0013,CS401,2025-02-18,present
STU0013,CS301,2025-02-20,present
STU0013,CS501,2025-02-24,absent
STU0013,CS401,2025-02-26,absent
STU0013,CS401,2025-02-28,present
STU0013,CS201,2025-03-04,present
STU0013,CS501,2025-03-06,present
STU0013,CS401,2025-03-10,late
STU0013,CS301,2025-03-12,present
STU0013,CS101,2025-03-14,present
STU0013,CS401,2025-03-18,present
STU0013,CS301,2025-03-20,present
STU0013,CS301,2025-03-24,present
STU0013,CS301,2025-03-26,present
STU0013,CS401,2025-03-28,present
STU0013,CS301,2025-04-01,present
STU0013,CS401,2025-04-03,present
STU0013,CS201,2025-04-07,present
STU0013,CS401,2025-04-09,absent
STU0013,CS401,2025-04-11,present
STU0013,CS401,2025-04-15,present
STU0013,CS301,2025-04-17,absent
STU0013,CS301,2025-04-21,present
STU0013,CS101,2025-04-23,present
STU0013,CS501,2025-04-25,present
STU0013,CS501,2025-04-29,present
STU0014,BU201,2025-01-01,present
STU0014,BU101,2025-01-03,present
STU0014,BU401,2025-01-07,present
STU0014,BU301,2025-01-09,present
STU0014,BU401,2025-01-13,present
STU0014,BU401,2025-01-15,present
STU0014,BU301,2025-01-17,present
STU0014,BU101,2025-01-21,present
STU0014,BU101,2025-01-23,present
STU0014,BU201,2025-01-27,absent
STU0014,BU301,2025-01-29,present
STU0014,BU301,2025-01-31,present
STU0014,BU201,2025-02-04,present
STU0014,BU201,2025-02-06,present
STU0014,BU101,2025-02-10,present
STU0014,BU201,2025-02-12,present
STU0014,BU401,2025-02-14,absent
STU0014,BU201,2025-02-18,present
STU0014,BU401,2025-02-20,absent
STU0014,BU201,2025-02-24,present
STU0014,BU101,2025-02-26,present
STU0014,BU201,2025-02-28,present
STU0014,BU201,2025-03-04,late
STU0014,BU401,2025-03-06,present
STU0014,BU301,2025-03-10,present
STU0014,BU301,2025-03-12,present
STU0014,BU201,2025-03-14,present
STU0014,BU301,2025-03-18,present
STU0014,BU401,2025-03-20,present
STU0014,BU201,2025-03-24,present
STU0014,BU201,2025-03-26,present
STU0014,BU101,2025-03-28,present
STU0014,BU101,2025-04-01,present
STU0014,BU401,2025-04-03,present
STU0014,BU301,2025-04-07,present
STU0014,BU101,2025-04-09,present
STU0014,BU401,2025-04-11,present
STU0014,BU201,2025-04-15,present
STU0014,BU301,2025-04-17,present
STU0014,BU101,2025-04-21,present
STU0014,BU401,2025-04-23,present
STU0014,BU301,2025-04-25,present
STU0014,BU201,2025-04-29,present
STU0015,PH301,2025-01-01,present
STU0015,PH101,2025-01-03,present
STU0015,PH201,2025-01-07,present
STU0015,PH201,2025-01-09,present
STU0015,PH201,2025-01-13,present
STU0015,PH301,2025-01-15,present
STU0015,PH201,2025-01-17,present
STU0015,PH201,2025-01-21,present
STU0015,PH101,2025-01-23,present
STU0015,PH101,2025-01-27,present
STU0015,PH201,2025-01-29,present
STU0015,PH301,2025-01-31,present
STU0015,PH301,2025-02-04,absent
STU0015,PH101,2025-02-06,absent
STU0015,PH201,2025-02-10,present
STU0015,PH301,2025-02-12,present
STU0015,PH301,2025-02-14,present
STU0015,PH301,2025-02-18,present
STU0015,PH101,2025-02-20,present
STU0015,PH101,2025-02-24,present
STU0015,PH301,2025-02-26,present
STU0015,PH201,2025-02-28,present
STU0015,PH101,2025-03-04,present
STU0015,PH201,2025-03-06,present
STU0015,PH301,2025-03-10,present
STU0015,PH201,2025-03-12,present
STU0015,PH301,2025-03-14,present
STU0015,PH101,2025-03-18,present
STU0015,PH101,2025-03-20,present
STU0015,PH101,2025-03-24,absent
STU0015,PH201,2025-03-26,present
STU0015,PH201,2025-03-28,present
STU0015,PH101,2025-04-01,present
STU0015,PH101,2025-04-03,present
STU0015,PH201,2025-04-07,present
STU0015,PH101,2025-04-09,present
STU0015,PH101,2025-04-11,present
STU0015,PH301,2025-04-15,present
STU0015,PH201,2025-04-17,present
STU0015,PH301,2025-04-21,present
STU0015,PH201,2025-04-23,present
STU0015,PH101,2025-04-25,present
STU0015,PH301,2025-04-29,present
STU0016,BU201,2025-01-01,absent
STU0016,BU401,2025-01-03,present
STU0016,BU201,2025-01-07,present
STU0016,BU201,2025-01-09,absent
STU0016,BU401,2025-01-13,present
STU0016,BU201,2025-01-15,present
STU0016,BU201,2025-01-17,present
STU0016,BU301,2025-01-21,present
STU0016,BU201,2025-01-23,absent
STU0016,BU101,2025-01-27,present
STU0016,BU101,2025-01-29,present
STU0016,BU201,2025-01-31,present
STU0016,BU201,2025-02-04,present
STU0016,BU401,2025-02-06,present
STU0016,BU101,2025-02-10,present
STU0016,BU101,2025-02-12,present
STU0016,BU301,2025-02-14,late
STU0016,BU201,2025-02-18,present
STU0016,BU201,2025-02-20,present
STU0016,BU301,2025-02-24,present
STU0016,BU101,2025-02-26,present
STU0016,BU201,2025-02-28,present
STU0016,BU401,2025-03-04,present
STU0016,BU101,2025-03-06,present
STU0016,BU301,2025-03-10,present
STU0016,BU201,2025-03-12,present
STU0016,BU201,2025-03-14,absent
STU0016,BU201,2025-03-18,present
STU0016,BU201,2025-03-20,present
STU0016,BU101,2025-03-24,present
STU0016,BU201,2025-03-26,late
STU0016,BU301,2025-03-28,present
STU0016,BU301,2025-04-01,present
STU0016,BU401,2025-04-03,late
STU0016,BU101,2025-04-07,absent
STU0016,BU201,2025-04-09,absent
STU0016,BU301,2025-04-11,present
STU0016,BU401,2025-04-15,present
STU0016,BU101,2025-04-17,present
STU0016,BU301,2025-04-21,late
STU0016,BU401,2025-04-23,present
STU0016,BU201,2025-04-25,present
STU0016,BU401,2025-04-29,present
STU0017,MT101,2025-01-01,present
STU0017,MT301,2025-01-03,present
STU0017,MT101,2025-01-07,present
STU0017,MT401,2025-01-09,present
STU0017,MT401,2025-01-13,present
STU0017,MT401,2025-01-15,present
STU0017,MT101,2025-01-17,present
STU0017,MT401,2025-01-21,present
STU0017,MT301,2025-01-23,present
STU0017,MT301,2025-01-27,present
STU0017,MT301,2025-01-29,present
STU0017,MT301,2025-01-31,present
STU0017,MT301,2025-02-04,present
STU0017,MT201,2025-02-06,present
STU0017,MT101,2025-02-10,present
STU0017,MT301,2025-02-12,present
STU0017,MT401,2025-02-14,present
STU0017,MT201,2025-02-18,late
STU0017,MT401,2025-02-20,present
STU0017,MT201,2025-02-24,present
STU0017,MT401,2025-02-26,present
STU0017,MT301,2025-02-28,present
STU0017,MT101,2025-03-04,present
STU0017,MT301,2025-03-06,present
STU0017,MT201,2025-03-10,present
STU0017,MT201,2025-03-12,present
STU0017,MT401,2025-03-14,present
STU0017,MT201,2025-03-18,absent
STU0017,MT401,2025-03-20,present
STU0017,MT301,2025-03-24,late
STU0017,MT201,2025-03-26,present
STU0017,MT301,2025-03-28,present
STU0017,MT201,2025-04-01,absent
STU0017,MT201,2025-04-03,present
STU0017,MT101,2025-04-07,present
STU0017,MT201,2025-04-09,present
STU0017,MT401,2025-04-11,present
STU0017,MT401,2025-04-15,present
STU0017,MT201,2025-04-17,present
STU0017,MT201,2025-04-21,present
STU0017,MT101,2025-04-23,present
STU0017,MT301,2025-04-25,present
STU0017,MT101,2025-04-29,present
STU0018,MT201,2025-01-01,absent
STU0018,MT201,2025-01-03,present
STU0018,MT101,2025-01-07,present
STU0018,MT301,2025-01-09,present
STU0018,MT401,2025-01-13,absent
STU0018,MT301,2025-01-15,present
STU0018,MT301,2025-01-17,absent
STU0018,MT101,2025-01-21,present
STU0018,MT101,2025-01-23,present
STU0018,MT201,2025-01-27,present
STU0018,MT301,2025-01-29,present
STU0018,MT101,2025-01-31,absent
STU0018,MT401,2025-02-04,present
STU0018,MT401,2025-02-06,present
STU0018,MT401,2025-02-10,absent
STU0018,MT401,2025-02-12,present
STU0018,MT101,2025-02-14,present
STU0018,MT401,2025-02-18,absent
STU0018,MT401,2025-02-20,present
STU0018,MT201,2025-02-24,present
STU0018,MT301,2025-02-26,late
STU0018,MT401,2025-02-28,present
STU0018,MT401,2025-03-04,present
STU0018,MT401,2025-03-06,present
STU0018,MT101,2025-03-10,absent
STU0018,MT301,2025-03-12,present
STU0018,MT401,2025-03-14,present
STU0018,MT201,2025-03-18,absent
STU0018,MT201,2025-03-20,absent
STU0018,MT301,2025-03-24,present
STU0018,MT101,2025-03-26,present
STU0018,MT101,2025-03-28,present
STU0018,MT201,2025-04-01,absent
STU0018,MT301,2025-04-03,present
STU0018,MT201,2025-04-07,present
STU0018,MT301,2025-04-09,absent
STU0018,MT201,2025-04-11,absent
STU0018,MT401,2025-04-15,present
